10726
/tmpVisionPJ/train_edges/10726.dat
0
/tmpVisionPJ/train_edges/10505.dat
0
6 2
87 42
95 162
53 11
34 167
33 24
45 82

10008
/tmpVisionPJ/train_edges/10008.dat
0
6 2
90 39
88 177
64 9
26 158
43 34
49 97

10042
/tmpVisionPJ/train_edges/10042.dat
0
6 2
131 53
131 191
75 30
63 163
72 57
71 128

10622
/tmpVisionPJ/train_edges/10622.dat
0
6 2
92 38
98 162
60 4
32 156
40 33
43 94

10591
/tmpVisionPJ/train_edges/10591.dat
0
6 2
102 43
105 164
66 16
58 165
47 27
62 84

10593
/tmpVisionPJ/train_edges/10593.dat
0
6 2
109 45
109 145
66 35
59 141
53 55
58 93

10153
/tmpVisionPJ/train_edges/10153.dat
0
6 2
124 65
126 203
67 46
78 212
62 50
77 113

10360
/tmpVisionPJ/train_edges/10360.dat
0
6 2
103 38
102 172
77 6
54 160
55 33
66 95

10628
/tmpVisionPJ/train_edges/10628.dat
0
6 2
92 38
93 164
54 13
45 154
38 20
45 83

10159
/tmpVisionPJ/train_edges/10159.dat
0
6 2
91 47
92 172
70 11
43 160
47 38
58 94

10567
/tmpVisionPJ/train_edges/10567.dat
0
6 2
70 30
76 161
53 1
25 153
40 40
39 83

10208
/tmpVisionPJ/train_edges/10208.dat
0
6 2
125 66
128 212
97 35
76 188
82 63
90 119

10152
/tmpVisionPJ/train_edges/10152.dat
0
6 2
108 32
110 160
54 12
47 140
46 41
43 103

10480
/tmpVisionPJ/train_edges/10480.dat
0
6 2
92 38
94 164
46 17
41 158
30 19
48 84

10451
/tmpVisionPJ/train_edges/10451.dat
0
6 2
78 39
79 163
34 12
39 178
33 55
37 84

10242
/tmpVisionPJ/train_edges/10242.dat
0
6 2
127 65
121 195
95 33
76 176
80 50
89 118

10305
/tmpVisionPJ/train_edges/10305.dat
0
6 2
106 59
106 193
80 26
56 172
61 50
71 110

10472
/tmpVisionPJ/train_edges/10472.dat
0
6 2
84 36
84 172
53 7
36 154
40 29
49 87

10193
/tmpVisionPJ/train_edges/10193.dat
0
6 2
127 69
126 216
100 48
70 187
83 67
92 129

10120
/tmpVisionPJ/train_edges/10120.dat
0
6 2
95 44
93 176
41 37
36 145
29 46
46 92

10665
/tmpVisionPJ/train_edges/10665.dat
0
6 2
76 35
88 160
35 11
30 139
28 50
33 83

10330
/tmpVisionPJ/train_edges/10330.dat
0
6 2
133 60
135 204
76 31
76 204
72 48
78 112

10166
/tmpVisionPJ/train_edges/10166.dat
0
6 2
116 87
112 215
95 49
60 205
66 76
76 141

10021
/tmpVisionPJ/train_edges/10021.dat
0
6 2
94 39
91 172
71 5
37 152
55 27
54 86

10300
/tmpVisionPJ/train_edges/10300.dat
0
6 2
114 70
119 193
93 37
73 190
68 69
73 131

10118
/tmpVisionPJ/train_edges/10118.dat
0
6 2
91 41
88 176
42 30
19 154
33 33
36 99

10346
/tmpVisionPJ/train_edges/10346.dat
0
6 2
69 53
87 167
22 38
38 173
17 45
33 89

10489
/tmpVisionPJ/train_edges/10489.dat
0
6 2
87 34
89 171
38 11
40 179
33 50
39 81

10099
/tmpVisionPJ/train_edges/10099.dat
0
6 2
101 30
105 179
80 7
61 156
77 49
73 85

10718
/tmpVisionPJ/train_edges/10718.dat
0
6 2
113 38
114 168
77 12
64 160
59 52
68 85

10486
/tmpVisionPJ/train_edges/10486.dat
0
6 2
85 40
86 171
55 7
37 184
33 54
37 85

10625
/tmpVisionPJ/train_edges/10625.dat
0
6 2
118 53
109 191
93 23
60 164
81 45
78 106

10533
/tmpVisionPJ/train_edges/10533.dat
0
6 2
133 37
138 162
93 8
88 162
82 19
86 79

10386
/tmpVisionPJ/train_edges/10386.dat
0
6 2
111 47
112 177
68 13
55 162
56 33
65 93

10324
/tmpVisionPJ/train_edges/10324.dat
0
6 2
130 65
129 200
109 34
80 184
99 55
103 114

10470
/tmpVisionPJ/train_edges/10470.dat
0
6 2
81 40
85 164
29 15
39 172
25 28
36 89

10541
/tmpVisionPJ/train_edges/10541.dat
0
6 2
99 35
95 155
49 17
43 149
49 36
46 89

10532
/tmpVisionPJ/train_edges/10532.dat
0
6 2
102 50
102 171
69 6
58 165
62 44
67 98

10194
/tmpVisionPJ/train_edges/10194.dat
0
6 2
120 40
119 174
100 6
74 159
79 34
89 100

10463
/tmpVisionPJ/train_edges/10463.dat
0
6 2
90 36
88 164
29 13
28 143
30 39
26 103

10568
/tmpVisionPJ/train_edges/10568.dat
0
6 2
96 38
98 170
59 2
45 156
50 30
54 92

10685
/tmpVisionPJ/train_edges/10685.dat
0
6 2
137 42
145 165
121 19
94 163
96 42
105 92

10314
/tmpVisionPJ/train_edges/10314.dat
0
6 2
109 48
110 185
86 19
60 164
65 40
75 97

10171
/tmpVisionPJ/train_edges/10171.dat
0
6 2
120 48
127 182
100 16
71 164
77 45
84 102

10429
/tmpVisionPJ/train_edges/10429.dat
0
6 2
81 43
81 159
36 19
26 141
29 51
26 109

10347
/tmpVisionPJ/train_edges/10347.dat
0
6 2
60 42
72 168
42 9
25 165
14 60
26 109

10364
/tmpVisionPJ/train_edges/10364.dat
0
6 2
117 46
119 180
94 10
62 165
69 35
72 98

10158
/tmpVisionPJ/train_edges/10158.dat
0
6 2
105 54
104 183
77 12
49 173
56 37
65 100

10500
/tmpVisionPJ/train_edges/10500.dat
0
6 2
91 37
92 167
54 8
36 150
43 25
46 84

10485
/tmpVisionPJ/train_edges/10485.dat
0
6 2
83 40
85 167
53 7
36 180
32 55
36 85

10661
/tmpVisionPJ/train_edges/10661.dat
0
6 2
90 33
94 174
32 9
37 176
38 52
43 81

10764
/tmpVisionPJ/train_edges/10764.dat
0
6 2
89 40
83 166
59 7
36 163
43 72
45 103

10725
/tmpVisionPJ/train_edges/10725.dat
0
6 2
112 40
113 171
68 15
62 164
58 54
65 86

10588
/tmpVisionPJ/train_edges/10588.dat
0
6 2
83 38
84 165
56 13
29 145
38 27
41 81

10406
/tmpVisionPJ/train_edges/10406.dat
0
6 2
69 37
68 159
39 9
15 144
34 58
28 86

10553
/tmpVisionPJ/train_edges/10553.dat
0
6 2
95 48
100 165
84 19
60 154
60 42
69 96

10336
/tmpVisionPJ/train_edges/10336.dat
0
6 2
100 36
94 165
76 8
46 145
61 26
67 82

10291
/tmpVisionPJ/train_edges/10291.dat
0
6 2
101 30
92 178
66 3
42 171
54 20
61 92

10624
/tmpVisionPJ/train_edges/10624.dat
0
6 2
115 54
113 192
84 33
67 175
88 75
85 108

10476
/tmpVisionPJ/train_edges/10476.dat
0
6 2
100 34
98 164
34 11
32 133
34 42
34 102

10783
/tmpVisionPJ/train_edges/10783.dat
0
6 2
79 44
80 167
47 11
30 156
31 40
37 91

10207
/tmpVisionPJ/train_edges/10207.dat
0
6 2
96 43
96 177
72 13
43 155
52 36
58 97

10181
/tmpVisionPJ/train_edges/10181.dat
0
6 2
88 43
88 173
64 8
36 165
38 38
52 101

10474
/tmpVisionPJ/train_edges/10474.dat
0
6 2
89 34
86 164
25 11
24 139
28 48
26 111

10557
/tmpVisionPJ/train_edges/10557.dat
0
6 2
130 71
133 205
103 47
83 192
93 70
96 128

10709
/tmpVisionPJ/train_edges/10709.dat
0
6 2
92 33
95 153
68 6
46 149
56 57
57 90

10762
/tmpVisionPJ/train_edges/10762.dat
0
6 2
96 37
93 160
69 14
38 148
59 56
60 87

10499
/tmpVisionPJ/train_edges/10499.dat
0
6 2
88 35
85 162
49 5
29 146
37 32
39 83

10457
/tmpVisionPJ/train_edges/10457.dat
0
6 2
76 44
76 168
57 12
35 154
34 39
45 96

10145
/tmpVisionPJ/train_edges/10145.dat
0
6 2
56 49
59 158
41 24
24 154
28 48
29 86

10621
/tmpVisionPJ/train_edges/10621.dat
0
6 2
89 44
92 156
71 14
43 157
52 48
48 97

10607
/tmpVisionPJ/train_edges/10607.dat
0
6 2
96 35
100 159
41 16
38 137
42 42
36 100

10091
/tmpVisionPJ/train_edges/10091.dat
0
6 2
87 25
87 169
44 11
29 151
38 33
44 67

10221
/tmpVisionPJ/train_edges/10221.dat
0
6 2
91 56
98 156
54 32
55 157
44 47
52 92

10599
/tmpVisionPJ/train_edges/10599.dat
0
6 2
106 21
104 178
78 16
49 131
77 25
78 68

10025
/tmpVisionPJ/train_edges/10025.dat
0
6 2
93 40
91 174
32 13
40 177
29 29
40 89

10294
/tmpVisionPJ/train_edges/10294.dat
0
6 2
138 81
139 218
109 53
87 196
95 97
100 135

10765
/tmpVisionPJ/train_edges/10765.dat
0
6 2
95 47
82 164
77 12
32 149
50 64
52 95

10372
/tmpVisionPJ/train_edges/10372.dat
0
6 2
77 28
86 149
51 3
30 124
32 21
50 70

10606
/tmpVisionPJ/train_edges/10606.dat
0
6 2
118 42
116 163
60 18
58 146
61 49
61 106

10667
/tmpVisionPJ/train_edges/10667.dat
0
6 2
64 37
64 165
20 13
15 145
18 35
21 55

10055
/tmpVisionPJ/train_edges/10055.dat
0
6 2
131 54
127 187
63 33
64 161
67 61
63 120

10646
/tmpVisionPJ/train_edges/10646.dat
0
6 2
90 35
99 154
47 4
39 160
25 25
38 76

10175
/tmpVisionPJ/train_edges/10175.dat
0
6 2
95 59
101 202
69 31
38 182
50 56
56 116

10229
/tmpVisionPJ/train_edges/10229.dat
0
6 2
131 92
134 224
111 61
91 211
91 86
104 144

10556
/tmpVisionPJ/train_edges/10556.dat
0
6 2
117 58
125 187
98 30
74 176
77 56
81 112

10662
/tmpVisionPJ/train_edges/10662.dat
0
6 2
88 33
88 167
43 20
32 135
36 31
39 82

10638
/tmpVisionPJ/train_edges/10638.dat
0
6 2
72 29
74 168
48 10
29 145
29 52
25 82

10213
/tmpVisionPJ/train_edges/10213.dat
0
6 2
97 37
103 164
49 26
46 154
35 40
39 91

10356
/tmpVisionPJ/train_edges/10356.dat
0
6 2
90 29
87 177
66 7
41 156
50 41
48 99

10228
/tmpVisionPJ/train_edges/10228.dat
0
6 2
84 29
84 171
66 9
39 134
56 19
60 77

10367
/tmpVisionPJ/train_edges/10367.dat
0
6 2
129 112
129 259
97 81
73 237
80 106
86 168

10422
/tmpVisionPJ/train_edges/10422.dat
0
6 2
89 41
87 161
39 13
31 143
39 48
36 103

10670
/tmpVisionPJ/train_edges/10670.dat
0
6 2
82 33
91 159
39 12
40 162
23 25
40 76

10784
/tmpVisionPJ/train_edges/10784.dat
0
6 2
65 41
67 166
39 3
17 162
26 62
29 92

10677
/tmpVisionPJ/train_edges/10677.dat
0
6 2
83 30
91 164
43 10
39 155
36 31
40 82

10520
/tmpVisionPJ/train_edges/10520.dat
0
6 2
84 37
86 167
39 13
36 166
28 30
33 82

10199
/tmpVisionPJ/train_edges/10199.dat
0
6 2
95 36
96 168
49 2
35 155
39 16
40 82

10761
/tmpVisionPJ/train_edges/10761.dat
0
6 2
89 38
95 161
55 28
44 145
44 51
53 90

10448
/tmpVisionPJ/train_edges/10448.dat
0
6 2
87 38
90 167
57 4
41 155
45 27
53 87

10085
/tmpVisionPJ/train_edges/10085.dat
0
6 2
72 40
77 174
44 2
23 165
26 64
25 135

10198
/tmpVisionPJ/train_edges/10198.dat
0
6 2
90 37
93 168
37 10
37 171
30 24
44 83

10389
/tmpVisionPJ/train_edges/10389.dat
0
6 2
143 76
148 199
121 49
100 193
100 78
109 128

10656
/tmpVisionPJ/train_edges/10656.dat
0
6 2
84 33
81 165
45 11
27 152
39 30
39 84

10015
/tmpVisionPJ/train_edges/10015.dat
0
6 2
88 37
85 176
57 13
33 154
45 30
49 88

10627
/tmpVisionPJ/train_edges/10627.dat
0
6 2
89 32
90 166
42 12
34 169
40 47
42 74

10581
/tmpVisionPJ/train_edges/10581.dat
0
6 2
92 33
90 166
33 10
28 133
31 44
28 105

10518
/tmpVisionPJ/train_edges/10518.dat
0
6 2
91 46
95 159
44 16
51 161
36 51
51 78

10285
/tmpVisionPJ/train_edges/10285.dat
0
6 2
93 39
101 174
64 16
44 168
43 34
50 82

10381
/tmpVisionPJ/train_edges/10381.dat
0
6 2
139 62
140 187
116 31
93 168
100 58
107 111

10050
/tmpVisionPJ/train_edges/10050.dat
0
6 2
101 67
105 194
86 23
61 176
59 48
72 116

10164
/tmpVisionPJ/train_edges/10164.dat
0
6 2
83 31
81 161
50 26
20 152
50 53
48 81

10196
/tmpVisionPJ/train_edges/10196.dat
0
6 2
123 69
122 212
98 44
71 184
81 64
87 125

10230
/tmpVisionPJ/train_edges/10230.dat
0
6 2
126 81
137 214
75 54
75 220
72 72
79 132

10648
/tmpVisionPJ/train_edges/10648.dat
0
6 2
94 41
95 166
50 1
37 146
46 37
47 91

10587
/tmpVisionPJ/train_edges/10587.dat
0
6 2
86 28
81 162
28 12
20 136
22 38
21 99

10595
/tmpVisionPJ/train_edges/10595.dat
0
6 2
106 42
105 170
67 10
55 156
59 36
64 91

10793
/tmpVisionPJ/train_edges/10793.dat
0
6 2
86 32
86 171
54 6
37 148
35 21
53 71

10687
/tmpVisionPJ/train_edges/10687.dat
0
6 2
119 73
113 207
74 35
55 206
59 53
62 119

10542
/tmpVisionPJ/train_edges/10542.dat
0
6 2
85 57
84 171
38 45
36 164
45 75
49 90

10051
/tmpVisionPJ/train_edges/10051.dat
0
6 2
84 48
84 182
68 12
36 162
38 39
51 98

10261
/tmpVisionPJ/train_edges/10261.dat
0
6 2
95 50
100 183
74 20
46 158
54 49
61 102

10730
/tmpVisionPJ/train_edges/10730.dat
0
6 2
104 42
107 168
66 18
63 173
52 57
62 82

10027
/tmpVisionPJ/train_edges/10027.dat
0
6 2
127 52
125 183
79 33
61 164
71 61
67 122

10248
/tmpVisionPJ/train_edges/10248.dat
0
6 2
108 47
110 182
82 33
60 169
76 66
73 99

10030
/tmpVisionPJ/train_edges/10030.dat
0
6 2
128 60
133 197
64 36
73 198
75 77
80 110

10094
/tmpVisionPJ/train_edges/10094.dat
0
6 2
76 45
77 171
48 2
27 159
29 37
32 92

10471
/tmpVisionPJ/train_edges/10471.dat
0
6 2
82 41
84 166
29 12
39 177
24 26
35 90

10342
/tmpVisionPJ/train_edges/10342.dat
0
6 2
82 36
91 162
54 7
38 153
40 31
42 81

10039
/tmpVisionPJ/train_edges/10039.dat
0
6 2
131 55
126 190
65 25
60 158
69 53
61 126

10747
/tmpVisionPJ/train_edges/10747.dat
0
6 2
105 28
102 169
51 2
40 134
43 31
47 86

10026
/tmpVisionPJ/train_edges/10026.dat
0
6 2
149 89
152 215
97 63
93 209
84 78
97 130

10146
/tmpVisionPJ/train_edges/10146.dat
0
6 2
126 58
121 194
93 29
72 202
63 36
76 105

10111
/tmpVisionPJ/train_edges/10111.dat
0
6 2
76 40
86 175
51 9
27 165
38 66
39 94

10461
/tmpVisionPJ/train_edges/10461.dat
0
6 2
86 34
88 166
39 9
29 146
37 39
29 104

10492
/tmpVisionPJ/train_edges/10492.dat
0
6 2
83 33
81 168
44 15
31 144
35 28
44 85

10142
/tmpVisionPJ/train_edges/10142.dat
0
6 2
101 36
104 173
74 6
47 149
54 28
59 87

10566
/tmpVisionPJ/train_edges/10566.dat
0
6 2
86 34
90 163
63 10
48 155
49 32
59 90

10660
/tmpVisionPJ/train_edges/10660.dat
0
6 2
91 32
92 171
59 6
13 145
35 33
39 85

10131
/tmpVisionPJ/train_edges/10131.dat
0
6 2
90 46
83 185
52 20
28 177
41 56
43 91

10514
/tmpVisionPJ/train_edges/10514.dat
0
6 2
96 47
90 175
40 20
40 178
41 67
45 83

10763
/tmpVisionPJ/train_edges/10763.dat
0
6 2
95 30
93 167
69 3
31 148
58 52
55 88

10441
/tmpVisionPJ/train_edges/10441.dat
0
6 2
79 40
81 165
32 11
32 173
31 54
35 82

10769
/tmpVisionPJ/train_edges/10769.dat
0
6 2
105 41
109 180
65 9
50 169
52 22
63 84

10106
/tmpVisionPJ/train_edges/10106.dat
0
6 2
105 35
111 172
76 20
42 152
75 53
76 90

10535
/tmpVisionPJ/train_edges/10535.dat
0
6 2
83 34
85 166
32 3
41 171
30 45
40 76

10446
/tmpVisionPJ/train_edges/10446.dat
0
6 2
84 33
85 170
26 5
30 180
31 50
35 80

10573
/tmpVisionPJ/train_edges/10573.dat
0
6 2
82 26
91 155
52 22
44 141
53 33
58 80

10618
/tmpVisionPJ/train_edges/10618.dat
0
6 2
93 32
95 160
35 14
47 165
36 47
47 76

10002
/tmpVisionPJ/train_edges/10002.dat
0
6 2
104 46
102 178
80 16
53 171
60 40
60 104

10776
/tmpVisionPJ/train_edges/10776.dat
0
6 2
101 40
93 150
55 14
40 132
52 43
51 92

10191
/tmpVisionPJ/train_edges/10191.dat
0
6 2
117 39
118 169
97 6
73 156
79 33
88 98

10789
/tmpVisionPJ/train_edges/10789.dat
0
6 2
90 37
92 169
48 14
36 165
35 53
44 84

10188
/tmpVisionPJ/train_edges/10188.dat
0
6 2
131 65
139 194
117 43
81 187
101 80
101 115

10487
/tmpVisionPJ/train_edges/10487.dat
0
6 2
83 37
83 165
36 15
40 173
30 50
36 80

10265
/tmpVisionPJ/train_edges/10265.dat
0
6 2
83 46
90 161
52 27
41 159
48 41
50 88

10215
/tmpVisionPJ/train_edges/10215.dat
0
6 2
85 39
85 160
50 15
34 133
42 36
43 78

10192
/tmpVisionPJ/train_edges/10192.dat
0
6 2
92 42
94 176
38 25
35 141
38 48
35 105

10615
/tmpVisionPJ/train_edges/10615.dat
0
6 2
80 37
78 182
24 4
20 164
26 37
29 66

10509
/tmpVisionPJ/train_edges/10509.dat
0
6 2
119 67
119 203
87 36
62 184
68 59
70 124

10391
/tmpVisionPJ/train_edges/10391.dat
0
6 2
61 41
60 167
29 33
20 144
21 45
27 85

10379
/tmpVisionPJ/train_edges/10379.dat
0
6 2
138 71
142 191
111 44
90 187
98 70
101 122

10597
/tmpVisionPJ/train_edges/10597.dat
0
6 2
114 49
114 161
84 23
71 163
76 44
84 98

10455
/tmpVisionPJ/train_edges/10455.dat
0
6 2
75 42
74 169
55 11
29 154
32 36
43 95

10088
/tmpVisionPJ/train_edges/10088.dat
0
6 2
74 38
81 174
37 13
25 167
28 44
35 96

10318
/tmpVisionPJ/train_edges/10318.dat
0
6 2
113 32
102 165
49 11
39 140
48 36
42 104

10636
/tmpVisionPJ/train_edges/10636.dat
0
6 2
77 39
79 166
35 10
38 179
33 52
33 81

10710
/tmpVisionPJ/train_edges/10710.dat
0
6 2
90 22
93 160
61 7
26 141
48 47
50 85

10186
/tmpVisionPJ/train_edges/10186.dat
0
6 2
99 39
118 155
85 8
68 147
59 39
75 88

10303
/tmpVisionPJ/train_edges/10303.dat
0
6 2
108 62
114 191
61 26
67 205
56 59
62 124

10413
/tmpVisionPJ/train_edges/10413.dat
0
6 2
88 37
89 167
50 14
36 156
30 24
42 79

10623
/tmpVisionPJ/train_edges/10623.dat
0
6 2
133 103
133 244
96 71
73 220
78 86
85 153

10511
/tmpVisionPJ/train_edges/10511.dat
0
6 2
82 39
88 169
42 8
36 175
23 26
38 82

10490
/tmpVisionPJ/train_edges/10490.dat
0
6 2
83 34
82 165
55 6
33 141
36 32
45 83

10212
/tmpVisionPJ/train_edges/10212.dat
0
6 2
80 42
80 171
52 5
29 157
36 33
38 88

10138
/tmpVisionPJ/train_edges/10138.dat
0
6 2
125 66
123 200
102 35
75 195
79 62
84 126

10348
/tmpVisionPJ/train_edges/10348.dat
0
6 2
99 45
103 181
49 9
51 178
29 41
49 88

10087
/tmpVisionPJ/train_edges/10087.dat
0
6 2
77 43
75 171
59 12
31 167
28 60
38 109

10564
/tmpVisionPJ/train_edges/10564.dat
0
6 2
76 42
77 169
37 11
31 174
19 28
32 84

10029
/tmpVisionPJ/train_edges/10029.dat
0
6 2
94 36
95 174
33 11
48 179
41 51
46 86

10343
/tmpVisionPJ/train_edges/10343.dat
0
6 2
94 46
91 164
65 7
21 142
32 54
34 82

10185
/tmpVisionPJ/train_edges/10185.dat
0
6 2
86 54
94 169
69 25
54 167
53 45
55 104

10631
/tmpVisionPJ/train_edges/10631.dat
0
6 2
77 26
93 162
35 17
39 157
33 45
36 64

10544
/tmpVisionPJ/train_edges/10544.dat
0
6 2
91 43
87 157
37 29
23 133
37 51
33 103

10785
/tmpVisionPJ/train_edges/10785.dat
0
6 2
71 39
69 167
38 3
16 152
21 27
29 86

10768
/tmpVisionPJ/train_edges/10768.dat
0
6 2
86 34
87 167
49 5
34 156
37 43
42 85

10412
/tmpVisionPJ/train_edges/10412.dat
0
6 2
81 35
93 157
37 16
37 172
28 31
37 87

10717
/tmpVisionPJ/train_edges/10717.dat
0
6 2
113 38
114 167
74 14
64 175
53 47
64 81

10097
/tmpVisionPJ/train_edges/10097.dat
0
6 2
147 61
153 196
110 39
97 189
102 67
111 117

10612
/tmpVisionPJ/train_edges/10612.dat
0
6 2
120 34
119 167
82 19
65 141
73 38
74 86

10401
/tmpVisionPJ/train_edges/10401.dat
0
6 2
80 40
81 168
41 9
36 174
23 10
33 81

10454
/tmpVisionPJ/train_edges/10454.dat
0
6 2
84 35
82 163
53 11
35 139
38 33
47 83

10502
/tmpVisionPJ/train_edges/10502.dat
0
6 2
96 37
101 164
48 5
47 152
43 34
52 88

10483
/tmpVisionPJ/train_edges/10483.dat
0
6 2
81 41
83 168
53 6
34 181
30 55
34 84

10068
/tmpVisionPJ/train_edges/10068.dat
0
6 2
96 38
100 176
37 9
38 181
32 22
44 88

10494
/tmpVisionPJ/train_edges/10494.dat
0
6 2
90 35
92 166
46 14
37 160
34 23
46 83

10326
/tmpVisionPJ/train_edges/10326.dat
0
6 2
97 38
104 178
44 36
35 149
34 47
36 115

10241
/tmpVisionPJ/train_edges/10241.dat
0
6 2
107 42
110 179
77 11
52 160
62 38
67 100

10095
/tmpVisionPJ/train_edges/10095.dat
0
6 2
83 37
79 174
42 2
26 161
28 28
34 82

10778
/tmpVisionPJ/train_edges/10778.dat
0
6 2
83 32
84 166
38 11
33 166
38 32
38 56

10432
/tmpVisionPJ/train_edges/10432.dat
0
6 2
94 33
92 165
32 13
25 143
34 38
24 103

10053
/tmpVisionPJ/train_edges/10053.dat
0
6 2
84 36
84 174
53 5
36 156
41 25
52 88

10049
/tmpVisionPJ/train_edges/10049.dat
0
6 2
74 42
73 176
55 5
26 159
27 29
39 92

10122
/tmpVisionPJ/train_edges/10122.dat
0
6 2
89 52
90 179
51 14
42 170
41 47
50 103

10405
/tmpVisionPJ/train_edges/10405.dat
0
6 2
60 35
62 167
24 5
9 159
25 62
23 98

10529
/tmpVisionPJ/train_edges/10529.dat
0
6 2
92 36
95 169
43 10
44 160
36 19
43 84

10399
/tmpVisionPJ/train_edges/10399.dat
0
6 2
111 52
103 174
47 18
49 176
41 34
51 89

10690
/tmpVisionPJ/train_edges/10690.dat
0
6 2
86 32
88 169
41 9
34 156
35 23
39 84

10072
/tmpVisionPJ/train_edges/10072.dat
0
6 2
99 39
99 179
68 1
46 154
58 39
63 92

10527
/tmpVisionPJ/train_edges/10527.dat
0
6 2
85 37
85 172
47 8
34 172
34 27
38 83

10669
/tmpVisionPJ/train_edges/10669.dat
0
6 2
84 37
82 163
33 9
37 169
27 24
39 80

10154
/tmpVisionPJ/train_edges/10154.dat
0
6 2
84 50
85 152
53 23
41 146
43 46
51 94

10775
/tmpVisionPJ/train_edges/10775.dat
0
6 2
74 37
76 170
36 5
22 165
24 40
27 84

10546
/tmpVisionPJ/train_edges/10546.dat
0
6 2
96 43
91 157
50 24
37 139
45 50
45 100

10203
/tmpVisionPJ/train_edges/10203.dat
0
6 2
127 69
122 205
102 35
76 190
83 55
89 120

10387
/tmpVisionPJ/train_edges/10387.dat
0
6 2
104 39
102 163
75 10
49 151
59 29
62 86

10707
/tmpVisionPJ/train_edges/10707.dat
0
6 2
82 31
92 160
50 7
31 156
46 55
48 87

10466
/tmpVisionPJ/train_edges/10466.dat
0
6 2
82 39
84 166
28 13
40 175
24 26
35 89

10133
/tmpVisionPJ/train_edges/10133.dat
0
6 2
67 31
69 166
33 12
15 156
20 15
19 83

10672
/tmpVisionPJ/train_edges/10672.dat
0
6 2
111 37
112 167
60 9
27 146
46 47
51 97

10353
/tmpVisionPJ/train_edges/10353.dat
0
6 2
104 45
92 173
79 10
43 160
61 62
60 94

10640
/tmpVisionPJ/train_edges/10640.dat
0
6 2
118 19
109 171
76 6
51 145
54 12
66 77

10739
/tmpVisionPJ/train_edges/10739.dat
0
6 2
103 39
105 167
61 18
59 174
46 32
57 83

10693
/tmpVisionPJ/train_edges/10693.dat
0
6 2
99 27
101 166
46 17
42 158
41 32
44 78

10104
/tmpVisionPJ/train_edges/10104.dat
0
